10,803652193860147; 1544,529792721462
15,222994836553047; 1544,578449200844
21,49011703610934; 1544,6405638553742
24,931334759400904; 1544,6799031365767
29,78605666555969; 1544,7197600399004
35,14714844131906; 1544,7803218280674
40,436776515456714; 1544,8206963535122
42,719173126390245; 1544,8403659941134
50,00027037003047; 1544,9195621786396
55,724278950494764; 1544,970806768627
59,853114681078495; 1545,0303333125519
65,21420645683786; 1545,090895100719
70,72132703958887; 1545,1307520040425
75,17683520395572; 1545,1809613497878
79,59612528048338; 1545,2306530734122
84,4498221464203; 1545,290697239458
89,19528527816148; 1545,3409065852034
94,12199654759421; 1545,3905983088277
